term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,meaninglanguage1,meaning1,meaninglanguage2,meaning2
두려운가요,두려운가요 아니면 행복한가요?,,,,,,,en,Is it fearful?,,
한국인이지만,저는 한국인이지만 미국인 같기도 해요.,,,,,,,en,I’m Korean,,
돌아가고,두 곳에 모두 돌아가고 싶은 이유가 있어요.,동사,돌아가다,돌아가다,동사,,,en,return and,,
둘,그래도 한국과 미국은 둘 다 저의 집이에요.,동사,두다,동사,두다,,,en,two,,
보신,여러분은 해외에서 살아 보신 적이 있나요?,,,,,,,en,"See you/ (자신의 몸을 지킴) self-preservation, self-protection/ 보다 (눈으로) see, watch, look (at), catch sight (of) (처음으로) set[lay, clap] eyes (on) (목격하다) spot, witness",,
모양의,삼각김밥은 세모 모양의 김밥이에요.,,,,,,,en,Shape,,
휴지도,휴지도 담았어요.,,,,,,,en,Toilet paper,,
세모,삼각김밥은 세모 모양의 김밥이에요.,,,,,,,en,triangle,,
컵라면과,컵라면과 함께 먹으면 너무 맛있어요.,,,,,,,en,Cup noodles and,,
참을,"떡볶이도 먹고 싶지만, 참을 거예요.",동사,참다,동사,참다,,,en,"v.  bear with,",,
구독과,구독과 좋아요를 해주세요.,,,,,,,en,Subscriptions,,
모든게,"과자, 라면부터 화장품, 비상약까지 모든게 있어요.",,,,,,,en,everything,,
담았어요,휴지도 담았어요.,동사,담다,동사,담다,,,en,put something into,,
판매해요,편의점에는 정말 다양한 제품을 판매해요.,,,,,,,en,Sell,,
오신다면,"한국 편의점에 오신다면,",,,,,,,en,If you are coming,,
결제해요,신용 카드로 결제해요.,,,,,,,en,Checkout,,
해달이처럼,저 해달이처럼 편의점에서 간단한 식사를 해…,,,,,,,en,Like a sea otter,,
떠나볼까요,…저와 함께 편의점 쇼핑을 떠나볼까요?,,,,,,,en,Let's go,,
준비할게요,…해달이가 더 재미있는 주제를 준비할게요.,,,,,,,en,I'll get ready.,,
참치,꼭 참치 마요네즈 삼각김밥을 먹어보세요.,,,,,,,en,Tuna,,
월급,오늘은 저의 월급 날이에요!,,,,,,,en,"(monthly) salary, monthly pay[wage], paycheck",,
표현이에요,주문할 때 유용한 표현이에요.,,,,,,,en,It's an expression.,,
비상약까지,"과자, 라면부터 화장품, 비상약까지 모든게 있어요.",,,,,,,en,"emergency medicine, first aid 까지",,
대표적인,대표적인 편의점 브랜드는 GS 25…,,,,,,,en,"representative ,  typical",,
유용한,주문할 때 유용한 표현이에요.,,,,,,,en,useful,,
주제는,다음 주제는 무엇일까요?,,,,,,,en,"main subject, theme",,
담아요,"…하나, 과자 두 봉지를 담아요.",동사,담다,동사,담다,,,en,put <sth> into <sth>; box/bottle up,,
브랜드는,대표적인 편의점 브랜드는 GS 25 와 CU에요.,,,,,,,en,brand,,
결제를,마지막으로 결제를 해요.,,,,,,,en,Payment,,
간식으로,"간식으로 음료수 하나, 과자 두…",,,,,,,en,as a snack,,
표현을,…계산해 주세요'라는 표현을 쓰면 돼요.,,,,,,,en,[表現] expression;,,
불러요,배가 불러요.,,,,,,,en,"sing, call, swollen",,
화장품,"과자, 라면부터 화장품, 비상약까지 모든게 있어요.",,,,,,,en,"화장품 n. cosmetics, cosmetic, war paint",,
편의점에서,학생 때는 친구들하고 편의점에서 라면을 자주 먹었는데,,,,,,,en,convenience store,,
신용,신용 카드로 결제해요.,,,,,,,en,credit,,
좋아요를,구독과 좋아요를 해주세요.,,,,,,,en,Good,,
장바구니를,장바구니를 들어요.,,,,,,,en,[場―] shopping basket,,
봉지를,"…음료수 하나, 과자 두 봉지를 담아요.",,,,,,,en,"bag, sack",,
쓰면,…계산해 주세요'라는 표현을 쓰면 돼요.,동사,쓰다,쓰다,동사,,,en,"wear , use ,write, spend, + if",,
필수에요,불닭볶음면과 신라면은 필수에요.,,,,,,,en,Essential,,
마칠게요,이상으로 오늘의 팟캐스트를 마칠게요,,,,,,,en,I'll finish,,
한자선,점선이 나오면 한자선 왼쪽으로,,,,,,,en,Hanja Line,,
지나갔잖아,좌회전인가 좌회전인가 하다가 그냥 지나갔잖아,,,,,,,en,It's gone.,,
큰길을,이렇게 큰길을 내비게이션 보고 가려니까 긴장되네,,,,,,,en,main road,,
실선이니까,근데 여기는 실선이니까,,,,,,,en,Because it's a solid line,,
큰길,오우 큰길 차들이 쌩쌩 나는 직진,,,,,,,en,main street,,
멍때리고,…80 구경만 하면서 그냥 멍때리고,,,,,,,en,"멍 bruise, black eye 때리다 hit, beat, strike",,
좌회전인가,좌회전인가 좌회전인가 하다가 그냥 지나갔잖아,,,,,,,en,Is it a left turn,,
재발한,또다시 내비게이션 난독증이 재발한 거 같아?,,,,,,,en,Recurrent,,
쌩쌩,오우 큰길 차들이 쌩쌩 나는 직진,,,,,,,en,"howled, whizzed,",,
좌회전이니까요,700 m 후에 좌회전이니까요,,,,,,,en,Because it's a left turn,,
직진이잖아,나 직진이잖아,,,,,,,en,it's straight,,
차선인,넌 이 중에 몇 차선인 거 같아?,,,,,,,en,Next best,,
그린,우와 GV 80 카디프 그린,,,,,,,en,"green • 그리 so, very, that, there • 그리다 draw, paint, sketch, portray; imagine; miss, pine for, long for",,
어느새,어느새 74 km를 밟고 있었습니다,,,,,,,en,in no time; so soon; quickly,,
점선이,점선이 나오면 한자선 왼쪽으로,,,,,,,en,Dotted line,,
밟아,…차선이니까 80 km 정도로 밟아 줄게요,동사,밟다,동사,밟다,,,en,"step on, (Brit) tread on (세게) trample",,
선명해요,기억이 너무 선명해요,,,,,,,en,to be clear; it's clear,,
지날,예전에 여기 지날 때,동사,지나다,지나다,동사,,,en,"지나다 (시간이) pass, go by",,
차선이니까,여긴 1 차선이니까 80 km 정도로 밟아…,,,,,,,en,Because it's a lane,,
좌회전입니다,약 3 km 앞 좌회전입니다,,,,,,,en,Turn left,,
들어왔네,오늘은 제대로 들어왔네,,,,,,,en,"entered, came in",,
또다시,또다시 내비게이션 난독증이 재발한 거…,,,,,,,en,"once more, again",,
하다가,좌회전인가 좌회전인가 하다가 그냥 지나갔잖아,,,,,,,en,do (while doing something else),,
난독증이,또다시 내비게이션 난독증이 재발한 거 같아?,,,,,,,en,Dyslexia,,
만성이에요,항상 걸려 있어요 항상 만성이에요,,,,,,,en,Chronic,,
직진,…큰길 차들이 쌩쌩 나는 직진,,,,,,,en,straight,,
밟으면서,…조금 한 번 더 밟으면서 들어가 줍니다,,,,,,,en,Stepping on,,
밟고,어느새 74 km를 밟고 있었습니다,동사,밟다,동사,밟다,,,en,"step on, tread on; go through",,
있었습니다,어느새 74 km를 밟고 있었습니다,동사,있다,동사,있다,,,en,Was,,
좌선변경을,난 좌선변경을 할 수가 없어,,,,,,,en,Change zen,,
왼쪽으로,점선이 나오면 한자선 왼쪽으로,,,,,,,en,to the left,,
켜져,내비게이션이 여기에 파란색이 켜져 있어,,,,,,,en,켜지다 = turn on,,
긴장되네,…큰길을 내비게이션 보고 가려니까 긴장되네,,,,,,,en,Nervous,,
카디프,우와 GV 80 카디프 그린,,,,,,,en,Cardiff,,
줍니다,…번 더 밟으면서 들어가 줍니다,동사,주다,동사,주다,,,en,"주다 v. give, grant, d",,
오른쪽,가장 오른쪽,,,,,,,en,right side,,
가려니까,이렇게 큰길을 내비게이션 보고 가려니까 긴장되네,,,,,,,en,because it's covered,,
차선이야,…수 있는 길은 몇 차선이야?,,,,,,,en,Lane,,
파란색이,내비게이션이 여기에 파란색이 켜져 있어,,,,,,,en,The blue,,
예에요,김치가 좋은 예에요,,,,,,,en,example,,
해달이었습니다,매운맛을 좋아하는 해달이었습니다,,,,,,,en,it was haedal,,
카공족'은,카공족'은 카페에서 공부하는 사람을 말해요,,,,,,,en,카공족  Students who are studing in cafe +은,,
마시며,커피를 마시며 시간을 보내요,,,,,,,en,Drinking,,
와본,여러분은 한국에 와본 적이 있어요?,,,,,,,en,been,,
최고예요,이 조합이 최고예요,,,,,,,en,is the best,,
카공족'이라는,혹시' 카공족'이라는 말을 알아요?,,,,,,,en,"카공족  Students who are studing in cafe
+이라는 [called]",,
문화에요,일종의 문화에요,,,,,,,en,it's culture,,
혼자서도,혼자서도 카페에서 시간을 보내요,,,,,,,en,Alone,,
떠는,친구와 카페에서 수다 떠는 것을 좋아해요,,,,,,,en,gossip,,
해달이도,"저, 해달이도 친구와 만나면 카페를 가요",,,,,,,en,Sea otter,,
일종의,일종의 문화에요,,,,,,,en,"a kind of, sort of",,
찾아가요,멋진 카페를 찾아가요,동사,찾아가다,동사,찾아가다,,,en,"go , visit , call ( in/ out)",,
자연스러워요,…후에 카페에 가는 것이 자연스러워요,,,,,,,en,it looks natural; it makes sense,,
마찬가지로,"한국의 편의점과 마찬가지로,",,,,,,,en,"adv.  likewise,",,
관하여,오늘 여러분과 한국의 카페에 관하여 이야기했어요,,,,,,,en,"관하여 關 ─ 
about, on, as for, as to, regarding, concerning, touching, respecting, referring [pertaining] to.",,
편의점과,"한국의 편의점과 마찬가지로,",,,,,,,en,Convenience store,,
바베큐와는,영국이나 미국의 바베큐와는 달라요,,,,,,,en,Barbecue and,,
댓글에,여러분의 목표를 댓글에 써주세요.,,,,,,,en,In comments,,
시켜요,…아이스 아메리카노 한 잔을 시켜요,동사,시키다,동사,시키다,,,en,"To order, make someone do sth",,
올리기,인스타그램에 사진을 올리기 위해,,,,,,,en,"upload (online); increase, raise, lift, promote, improve",,
조합이,이 조합이 최고예요,,,,,,,en,Combination,,
특별해요,"왜냐하면, 한국의 바베큐는 특별해요",,,,,,,en,special,,
싸,삼겹살은 쌈을 싸 먹어야 해요,동사,싸다,동사,싸다,,,en,"cheap, wrap (up)",,
한 입에,한 입에 먹어야 해요,,,,,,,en,in one bite,,
넣어요,…요리할 때 야채를 많이 넣어요.,동사,넣다,동사,넣다,,,en,put,,
구워야,…잘 굽는 사람이 고기를 구워야 해요,,,,,,,en,굽다 = bake; roast; grill,,
삼쏘'라고,우리는' 삼쏘'라고 불러요,,,,,,,en,Samso',,
구운,"구운 김치, 구운 마늘이나 양파를…",,,,,,,en,roast,,
부르더라도,"배가 부르더라도, 먹어야해요",,,,,,,en,even if call,,
넣어먹기도,"…김치, 구운 마늘이나 양파를 넣어먹기도 해요",,,,,,,en,Include,,
살이쪄도,살이쪄도 괜찮아요,,,,,,,en,Even if you get fat,,
매력을,그 매력을 알 수 있어요,,,,,,,en,"allure , charm",,
기대되나요,"혹시 먹어보지 않았다면, 기대되나요?",,,,,,,en,Are you excited?,,
마늘이나,"구운 김치, 구운 마늘이나 양파를 넣어 먹기도 해요",,,,,,,en,Garlic or,,
육즙이,잘 구워진 고기는 육즙이 많아요,,,,,,,en,Juicy,,
굽는,식탁에서 삼겹살을 굽는 거예요,,,,,,,en,Baking,,
좋거든요,삼겹살과 소주의 조합이 좋거든요,,,,,,,en,It's good.,,
구워,삼겹살은 직접 구워 먹는 재미도 있어요,동사,굽다,동사,굽다,,,en,"roast, grill, bake; be bent, curved",,
데려갈,한국의 바베큐 식당으로 데려갈 거예요,동사,데려가다,동사,데려가다,,,en,Take,,
나누며,이야기를 나누며 삼겹살을 먹어요,,,,,,,en,나누며 -> sharing,,
쪄도,살이 쪄도 괜찮아요,,,,,,,en,"(살이) gain weight, put on weight, get fat",,
소개,오늘은 여러분에게 한국의 바베큐를 소개 해주고 싶어요,,,,,,,en,Introduction,,
한입에,한입에 먹어야 해요,,,,,,,en,In a bite,,
골랐어요,편하고 어두운색의 운동복을 골랐어요,,,,,,,en,"choose, select, pick (out)",,
덤벨도,덤벨도 들고 기구를 이용해 운동해요,,,,,,,en,"dumbbell also, even",,
근력운동,저는 헬스장에서 근력운동 하는 것을 좋아해요,,,,,,,en,Strength training,,
발견해요,멋진 몸의 저를 발견해요,동사,발견하다,동사,발견하다,,,en,"discover, find 요",,
편하고,집에 있는 것이 정말 편하고 좋았어요.,,,,,,,en,"comfortable , relaxed , easy",,
출근,출근 전 러닝을 해요,,,,,,,en,출근 n. attendance at work,,
돌아요,활기가 돌아요,동사,돌다,동사,돌다,,,en,"turn, go round",,
러닝을,출근 전 러닝을 해요,,,,,,,en,Running,,
기구를,덤벨도 들고 기구를 이용해 운동해요,,,,,,,en,Mechanism,,
틀어요,신나는 노래를 틀어요,동사,틀다,동사,틀다,,,en,"turn, turn on, switch on, play",,
거울로,거울로 제 모습을 확인해요,,,,,,,en,In the mirror,,
근처의,집 근처의 헬스장에 등록했어요,,,,,,,en,"close by , neighbouring , nearby",,
한다면,운동을 한다면,,,,,,,en,do + ㄴ다면,,
에어팟을,에어팟을 끼고,,,,,,,en,Airpods,,
추천할게요,러닝을 추천할게요,,,,,,,en,I'll recommend it.,,
등록했어요,헬스장도 등록했어요,,,,,,,en,I registered.,,
상쾌한,상쾌한 기분이 들어요,,,,,,,en,"[爽快] fresh, refreshing; (다소 차갑다) bracing, crisp, brisk",,
어두운색의,편하고 어두운색의 운동복을 골랐어요,,,,,,,en,Dark color,,
가까운,그래서 올해나 내년에 한국하고 가까운 나라에 또 가고 싶어요.,,,,,,,en,close,,
끼고,에어팟을 끼고,,,,,,,en,"wear (insert) rings, earrings, earphones etc....",,
그래야,그래야 자주 갈 수 있어요,,,,,,,en,"only if, unless",,
상쾌하게,왜냐하면 하루를 상쾌하게 시작할 수 있어요,,,,,,,en,refreshed,,
줄임말이에요,불타는 금요일의 줄임말이에요,,,,,,,en,Short for,,
동안에는,달리기를 하는 동안에는 너무 힘들지만,,,,,,,en,"During, meanwhile, in the meantime",,
위해서는,그러기 위해서는 꾸준히 해야 돼요,,,,,,,en,In order,,
사진으로,가끔은 사진으로 남겨요,,,,,,,en,[寫眞] a photograph,,
몸의,멋진 몸의 저를 발견해요,,,,,,,en,Body,,
퀸카예요,오늘의 노래는 아이들의 퀸카예요,,,,,,,en,Quinca.,,
남겨요,가끔은 사진으로 남겨요,동사,남기다,동사,남기다,,,en,leave,,
버튼을,구독과 좋아요 버튼을 눌러주세요,,,,,,,en,"n. button, switch,",,
기록해요,"전, 후 사진을 기록해요",,,,,,,en,record it,,
운동복을,그래서 운동복을 샀어요,,,,,,,en,Sportswear,,
찾아주셔서,해달이의 팟캐스트를 찾아주셔서 감사합니다,,,,,,,en,By visiting: by coming; (lit. giving search of <this place>),,
불타는,불타는 금요일의 줄임말이에요,,,,,,,en,"burn, blaze, be ablaze, aflame 는",,
뛰는,뛰는 제가 멋있다고 생각해요,,,,,,,en,running,,
응원하신다면,저를 응원하신다면,,,,,,,en,If you support,,
자도,주말에 늦잠을 자도 되기 때문에 부담없이 놀아요,,,,,,,en,to sleep 도,,
모습을,거울로 제 모습을 확인해요,,,,,,,en,"shape, figure, appearance",,
부담없이,…늦잠을 자도 되기 때문에 부담없이 놀아요,,,,,,,en,free to enjoy,,
한모금,물을 한모금 마셔요,,,,,,,en,one sip,,
올라갔어요,엉덩이가 올라갔어요,동사,올라가다,동사,올라가다,,,en,"올라가다 v. rise, go up,",,
몸매를,저는 건강한 몸매를 가지고 싶어요,,,,,,,en,"body, figure",,
러닝,그러면 러닝 준비는 끝났어요,,,,,,,en,Running,,
자러,저는 그만 자러 갈게요,,,,,,,en,"sleep, slumber",,
개인적으로,저는 개인적으로 금요일을 좋아해요,,,,,,,en,Personally,,
몰아보는,드라마를 몰아보는 거예요,,,,,,,en,Binge-watching,,
해달이,"안녕하세요, 해달이 입니다",,,,,,,en,Haedal,,
주신,해달이의 팟캐스트에 방문해 주신 여러분,,,,,,,en,gave (formal 존댓말 (주다 + 시다)),,
응원해,해달이를 응원해 주세요,,,,,,,en,"(應援) cheer (for), root (for)",,
그러기,그러기 위해서는 꾸준히 해야 돼요,,,,,,,en,doing that,,
뿌듯해요,끝나면 뿌듯해요,,,,,,,en,"proud , pride , feel great",,
후를,"저의 전, 후를 기대해 주세요",,,,,,,en,After,,
이용해,덤벨도 들고 기구를 이용해 운동해요,동사,이용하다,동사,이용하다,,,en,"use, utilize",,
소식이,저는 새로운 소식이 있어요,,,,,,,en,news,,
준비는,그러면 러닝 준비는 끝났어요,,,,,,,en,"prepare, preparations 는",,
눌러주세요,구독과 좋아요 버튼을 눌러주세요,,,,,,,en,Please press,,
신나는,신나는 노래를 틀어요,,,,,,,en,"exciting, interesting",,
